Timestep;Food;Prey;Prey2;Predators
0;25;12;9;4
1;25;12;11;4
2;25;12;10;4
3;25;12;10;4
4;25;14;10;4
5;25;14;12;4
6;25;14;12;4
7;25;14;12;4
8;25;13;12;4
9;25;13;12;4
10;25;13;11;5
11;26;13;12;5
12;26;14;12;5
13;26;15;12;5
14;26;19;12;5
15;27;18;12;5
16;27;18;12;5
17;27;17;12;5
18;27;20;13;5
19;27;21;14;5
20;27;21;14;5
21;27;25;14;5
22;27;24;14;5
23;27;26;15;5
24;27;28;16;5
25;27;29;16;5
26;27;30;17;5
27;27;31;18;5
28;27;32;20;5
29;27;32;21;5
30;27;33;22;5
31;27;35;22;5
32;27;36;22;5
33;27;37;22;5
34;27;38;22;5
35;27;38;22;5
36;28;39;22;5
37;28;41;22;5
38;28;43;22;5
39;28;44;23;5
40;28;44;23;5
41;29;45;23;5
42;29;48;23;5
43;29;48;26;6
44;29;48;29;6
45;29;49;28;6
46;29;49;29;6
47;29;50;30;6
48;29;51;29;7
49;29;50;29;7
50;29;50;29;8
51;29;51;29;8
52;29;51;29;8
53;29;55;28;8
54;29;58;29;8
55;29;60;28;10
56;29;62;29;10
57;29;60;31;10
58;29;62;29;13
59;29;64;28;13
60;29;66;27;14
61;29;68;27;15
62;29;64;26;15
63;29;65;25;15
64;30;63;24;16
65;30;62;23;16
66;30;61;22;17
67;30;57;21;18
68;30;56;20;18
69;30;57;21;19
70;30;58;20;19
71;30;59;20;20
72;30;56;21;20
73;30;53;20;21
74;31;51;17;22
75;31;50;17;22
76;31;48;17;22
77;31;48;17;22
78;31;48;16;24
79;31;48;16;24
80;31;48;16;24
81;31;46;16;24
82;31;46;14;24
83;31;45;13;25
84;31;43;13;25
85;31;40;11;25
86;31;40;11;25
87;31;40;11;26
88;31;37;10;26
89;31;33;10;27
90;31;33;10;27
91;31;33;7;28
92;31;31;7;29
93;31;28;7;30
94;32;28;7;30
95;32;25;7;31
96;32;25;4;32
97;32;24;4;32
98;32;22;4;33
99;32;22;4;33
100;32;22;4;33
101;32;22;4;33
102;32;21;4;33
103;32;21;4;33
104;32;21;4;33
105;33;21;3;33
106;33;21;3;33
107;33;21;3;33
108;33;20;3;33
109;33;19;3;33
110;34;18;3;33
111;34;18;2;34
112;34;16;2;34
113;34;15;1;36
114;34;14;1;36
115;34;14;1;36
116;34;14;1;36
117;34;14;1;36
118;34;14;1;36
119;34;13;1;36
120;34;13;1;36
121;34;11;1;37
122;34;10;1;37
123;34;10;1;37
124;37;10;1;37
125;37;10;1;37
126;37;10;1;37
127;37;10;1;37
128;37;10;0;37
129;37;10;0;37
130;38;10;0;37
131;38;10;0;37
132;38;10;0;37
133;39;10;0;37
134;41;10;0;37
135;41;10;0;37
136;41;10;0;37
137;41;10;0;37
138;41;10;0;37
139;41;10;0;37
140;41;10;0;37
141;41;10;0;37
142;41;10;0;37
143;41;10;0;37
144;41;10;0;37
145;41;10;0;37
146;41;10;0;37
147;41;10;0;37
148;42;10;0;37
149;42;10;0;37
150;43;11;0;37
151;44;8;0;37
152;44;8;0;37
153;44;8;0;37
154;44;8;0;37
155;44;7;0;37
156;45;7;0;37
157;45;6;0;37
158;45;6;0;37
159;46;6;0;37
160;46;6;0;37
161;46;6;0;37
162;46;6;0;37
163;46;6;0;37
164;46;6;0;37
165;46;5;0;38
166;46;4;0;38
167;47;4;0;38
168;47;4;0;38
169;47;4;0;38
170;47;4;0;38
171;47;3;0;38
172;47;1;0;37
173;47;0;0;37
174;47;0;0;37
175;47;0;0;37
176;47;0;0;37
177;47;0;0;37
178;47;0;0;37
179;47;0;0;36
