Timestep;Food;Prey;Prey2;Predators
0;12;6;4;2
1;12;6;4;2
2;12;6;4;2
3;12;7;4;2
4;12;7;4;2
5;12;7;4;2
6;12;7;4;2
7;12;7;4;2
8;12;7;4;2
9;12;7;4;2
10;12;8;4;2
11;13;8;4;2
12;13;8;4;2
13;13;8;4;2
14;13;8;4;2
15;13;8;4;2
16;13;8;4;2
17;13;8;4;2
18;13;8;4;2
19;13;8;4;2
20;13;8;4;2
21;13;8;4;2
22;13;8;4;2
23;13;8;5;2
24;13;9;6;2
25;13;10;6;2
26;13;10;6;2
27;13;10;6;2
28;13;10;6;2
29;13;10;5;2
30;13;10;5;2
31;13;11;5;2
32;13;11;5;2
33;13;12;5;2
34;13;13;5;2
35;13;13;5;2
36;13;13;5;2
37;13;13;5;2
38;13;14;5;2
39;13;15;5;2
40;13;15;5;2
41;13;15;5;2
42;13;15;5;2
43;13;15;5;2
44;13;15;5;2
45;13;15;7;2
46;13;16;7;2
47;13;17;7;2
48;13;18;7;2
49;13;18;7;2
50;13;18;8;2
51;13;18;9;2
52;13;19;9;2
53;13;19;9;2
54;13;19;9;2
55;13;19;9;2
56;13;19;10;2
57;13;20;9;2
58;13;20;9;2
59;13;20;10;2
60;13;20;10;2
61;13;21;11;2
62;13;21;11;2
63;13;21;11;2
64;13;21;11;2
65;13;21;11;2
66;13;21;11;2
67;13;21;11;2
68;13;21;11;2
69;13;20;12;2
70;13;20;13;2
71;13;21;13;2
72;13;21;14;2
73;13;21;17;2
74;13;22;17;2
75;13;22;17;2
76;13;22;17;2
77;13;22;18;2
78;13;22;18;2
79;13;22;20;2
80;13;23;20;2
81;13;22;21;2
82;13;23;21;2
83;13;23;20;2
84;13;23;22;2
85;13;24;22;2
86;13;24;22;2
87;13;24;23;2
88;13;24;24;2
89;14;24;24;2
90;14;24;25;2
91;14;24;25;2
92;14;26;26;2
93;14;27;25;2
94;14;29;26;2
95;14;29;26;2
96;14;30;26;2
97;14;31;27;2
98;14;31;28;2
99;14;31;29;2
100;14;29;29;2
101;14;30;29;2
102;14;30;30;2
103;14;29;31;2
104;14;29;33;2
105;15;29;34;2
106;15;29;34;2
107;15;29;36;2
108;15;30;40;2
109;15;32;40;3
110;15;31;40;3
111;15;32;40;3
112;15;32;40;3
113;15;33;39;3
114;15;34;39;3
115;15;36;39;3
116;15;39;40;3
117;15;42;40;3
118;15;43;40;3
119;15;44;42;3
120;15;48;42;3
121;15;47;43;3
122;15;48;44;3
123;15;51;45;3
124;15;55;46;3
125;15;58;46;3
126;15;60;46;3
127;15;60;46;3
128;15;61;45;3
129;15;62;46;3
130;15;64;45;3
131;15;65;45;3
132;15;66;45;3
133;15;68;45;3
134;15;69;45;3
135;15;72;47;3
136;15;77;47;3
137;15;82;47;3
138;15;85;49;3
139;15;88;51;3
140;15;89;54;3
141;15;90;55;3
142;15;93;54;3
143;15;92;54;3
144;15;93;53;3
145;15;95;52;3
146;15;96;53;3
147;15;98;53;3
148;15;100;55;3
149;15;101;55;3
150;15;100;55;4
151;15;102;54;4
152;15;103;54;5
153;15;107;54;5
154;15;109;55;5
155;15;112;55;5
156;15;116;57;5
157;15;117;56;5
158;15;118;58;5
159;15;120;62;5
160;15;121;64;5
161;15;126;62;5
162;15;130;64;5
163;15;135;65;5
164;15;139;66;5
165;15;143;66;5
166;15;145;67;5
167;15;147;66;5
168;15;146;65;6
169;15;145;65;7
170;15;143;66;7
171;15;145;65;7
172;15;147;65;7
173;15;148;64;8
174;15;150;64;8
175;15;150;64;8
176;15;153;63;8
177;15;153;61;9
178;15;154;60;9
179;15;155;57;9
180;15;156;54;10
181;15;157;52;10
182;15;160;51;10
183;15;160;49;10
184;15;161;49;10
185;15;163;48;11
186;15;163;48;11
187;15;160;46;12
188;15;160;43;12
189;15;158;41;12
190;15;158;40;12
191;15;156;42;13
192;15;155;42;13
193;15;154;42;14
194;15;156;41;14
195;15;155;40;14
196;15;154;38;15
197;15;153;38;15
198;16;157;38;15
199;16;162;39;15
200;16;161;38;15
201;16;162;36;16
202;16;164;36;16
203;16;163;35;16
204;16;161;34;16
205;16;162;33;16
206;16;164;33;16
207;16;165;32;16
208;16;166;32;17
209;16;169;33;17
210;16;170;31;17
211;16;168;31;19
212;16;166;31;19
213;16;164;29;20
214;16;160;28;22
215;16;153;27;24
216;16;147;25;24
217;16;140;26;24
218;16;137;23;25
219;16;134;22;26
220;16;133;21;26
221;16;130;21;26
222;16;131;21;26
223;16;128;21;26
224;16;127;20;27
225;16;125;20;27
226;16;123;19;28
227;16;118;18;28
228;16;113;17;30
229;16;107;17;30
230;16;101;17;31
231;18;99;13;33
232;18;94;11;33
233;18;92;10;34
234;18;87;10;35
235;18;80;9;36
236;18;76;8;36
237;18;73;7;36
238;19;69;8;36
239;19;67;7;36
240;19;68;6;37
241;19;66;5;37
242;19;63;5;38
243;19;59;4;39
244;19;56;3;40
245;19;51;3;40
246;19;49;3;41
247;19;46;2;41
248;19;44;2;41
249;19;45;2;41
250;19;42;1;41
251;19;42;1;41
252;20;42;0;41
253;20;41;0;42
254;20;37;0;42
255;20;35;0;42
256;20;35;0;42
257;20;34;0;42
258;20;30;0;43
259;20;28;0;43
260;20;25;0;43
261;20;23;0;43
262;20;21;0;43
263;20;19;0;43
264;20;20;0;43
265;20;18;0;43
266;20;16;0;43
267;20;16;0;43
268;20;14;0;43
269;21;13;0;43
270;21;11;0;43
271;21;11;0;43
272;21;11;0;43
273;21;9;0;44
274;21;9;0;44
275;21;8;0;44
276;21;8;0;44
277;21;8;0;44
278;21;7;0;44
279;21;7;0;44
280;21;7;0;44
281;21;7;0;44
282;21;7;0;44
283;21;6;0;44
284;21;5;0;44
285;21;5;0;44
286;21;5;0;44
287;21;5;0;44
288;21;4;0;44
289;21;4;0;44
290;21;4;0;44
291;21;4;0;44
292;21;4;0;44
293;22;3;0;44
294;22;2;0;44
295;22;1;0;44
296;22;1;0;44
297;22;1;0;44
298;22;0;0;45
299;22;0;0;45
300;22;0;0;45
301;24;0;0;45
302;24;0;0;45
303;24;0;0;45
304;25;0;0;45
305;25;0;0;45
306;25;0;0;45
307;25;0;0;45
308;25;0;0;45
309;25;0;0;45
310;25;0;0;45
311;25;0;0;45
312;25;0;0;45
313;25;0;0;45
314;25;0;0;45
315;25;0;0;45
316;25;0;0;45
317;25;0;0;45
318;25;0;0;45
319;25;0;0;45
320;25;0;0;45
321;25;0;0;45
322;25;0;0;45
323;25;0;0;45
324;25;0;0;45
325;25;0;0;45
326;25;0;0;45
327;25;0;0;45
328;25;0;0;45
329;25;0;0;45
330;25;0;0;45
331;25;0;0;45
332;26;0;0;45
333;26;0;0;45
334;26;0;0;45
335;26;0;0;45
336;27;0;0;45
337;27;0;0;45
338;27;0;0;45
339;27;0;0;45
340;27;0;0;45
341;27;0;0;45
342;27;0;0;44
343;27;0;0;43
344;27;0;0;42
345;27;0;0;42
346;29;0;0;42
347;29;0;0;42
348;29;0;0;42
349;29;0;0;41
350;29;0;0;41
351;30;0;0;41
352;30;0;0;41
353;30;0;0;41
354;30;0;0;41
355;30;0;0;41
356;30;0;0;41
357;30;0;0;41
358;30;0;0;40
359;31;0;0;40
360;31;0;0;40
361;31;0;0;40
362;31;0;0;40
363;31;0;0;40
364;31;0;0;40
365;31;0;0;40
366;31;0;0;40
367;31;0;0;40
368;31;0;0;40
369;31;0;0;40
370;31;0;0;40
371;31;0;0;40
372;31;0;0;40
373;31;0;0;38
374;31;0;0;38
375;31;0;0;38
376;31;0;0;38
377;31;0;0;38
378;31;0;0;38
379;31;0;0;38
380;31;0;0;38
381;31;0;0;38
382;31;0;0;38
383;31;0;0;38
384;31;0;0;38
385;31;0;0;38
386;31;0;0;38
387;31;0;0;38
388;31;0;0;38
389;31;0;0;38
390;31;0;0;38
391;31;0;0;38
392;31;0;0;38
393;31;0;0;37
394;31;0;0;37
395;31;0;0;37
396;31;0;0;37
397;31;0;0;37
398;31;0;0;36
399;31;0;0;36
400;31;0;0;35
401;31;0;0;34
402;31;0;0;34
403;31;0;0;34
404;31;0;0;34
405;31;0;0;34
406;31;0;0;34
407;31;0;0;34
408;31;0;0;34
409;31;0;0;34
410;31;0;0;34
411;31;0;0;34
412;31;0;0;34
413;31;0;0;33
414;31;0;0;32
415;31;0;0;32
416;31;0;0;32
417;31;0;0;32
418;31;0;0;32
419;31;0;0;31
420;32;0;0;30
421;32;0;0;30
422;32;0;0;30
423;32;0;0;30
424;32;0;0;30
425;33;0;0;29
426;33;0;0;29
427;33;0;0;29
428;33;0;0;29
429;33;0;0;29
430;33;0;0;29
431;33;0;0;29
432;33;0;0;29
433;33;0;0;29
434;33;0;0;29
435;33;0;0;29
436;33;0;0;29
437;33;0;0;29
438;33;0;0;29
439;33;0;0;29
440;33;0;0;29
441;33;0;0;29
442;33;0;0;29
443;33;0;0;29
444;33;0;0;29
445;33;0;0;29
446;33;0;0;29
447;33;0;0;29
448;33;0;0;28
449;33;0;0;28
450;33;0;0;27
451;33;0;0;26
452;33;0;0;26
453;33;0;0;26
454;33;0;0;25
455;33;0;0;25
456;33;0;0;25
457;33;0;0;25
458;33;0;0;25
459;33;0;0;25
460;33;0;0;25
461;33;0;0;25
462;33;0;0;25
463;33;0;0;25
464;33;0;0;25
465;33;0;0;25
466;33;0;0;25
467;33;0;0;25
468;33;0;0;25
469;34;0;0;25
470;34;0;0;25
471;34;0;0;25
472;34;0;0;25
473;34;0;0;25
474;34;0;0;25
475;34;0;0;25
476;34;0;0;25
477;34;0;0;25
478;34;0;0;25
479;34;0;0;25
480;34;0;0;25
481;34;0;0;25
482;34;0;0;25
483;34;0;0;25
484;34;0;0;25
485;34;0;0;25
486;34;0;0;25
487;34;0;0;25
488;34;0;0;25
489;34;0;0;25
490;34;0;0;25
491;34;0;0;25
492;34;0;0;25
493;34;0;0;25
494;34;0;0;25
495;34;0;0;24
496;34;0;0;23
497;36;0;0;23
498;36;0;0;23
499;36;0;0;23
500;36;0;0;22
501;36;0;0;22
502;36;0;0;22
503;36;0;0;22
