Timestep;Food;Prey;Prey2;Predators
0;45;18;13;3
1;45;18;15;3
2;45;18;16;3
3;45;20;16;3
4;45;20;16;3
5;45;21;19;3
6;45;21;22;3
7;45;21;23;3
8;45;23;24;3
9;46;23;25;3
10;46;25;26;3
11;46;25;27;3
12;46;27;28;3
13;46;27;29;3
14;46;28;30;3
15;46;29;30;3
16;46;29;30;3
17;46;32;30;3
18;46;34;30;3
19;46;35;29;3
20;46;38;29;3
21;47;40;29;3
22;48;44;30;3
23;48;47;30;3
24;48;48;31;3
25;48;50;35;3
26;48;53;35;3
27;48;53;35;3
28;49;56;39;3
29;49;62;40;3
30;49;64;42;3
31;50;63;43;3
32;50;63;44;3
33;50;69;44;3
34;50;70;44;3
35;50;73;43;3
36;50;73;45;3
37;50;78;47;3
38;50;81;47;3
39;50;86;47;3
40;50;88;51;3
41;50;92;51;3
42;51;93;51;3
43;51;95;51;3
44;51;99;52;3
45;52;103;53;3
46;52;107;53;3
47;53;111;53;3
48;53;116;52;3
49;53;120;54;3
50;53;124;56;3
51;53;132;60;3
52;53;138;60;3
53;54;141;60;3
54;55;152;62;3
55;57;162;62;3
56;57;171;63;3
57;57;182;64;3
58;57;195;65;3
59;57;207;65;3
60;57;221;68;3
61;57;236;70;3
62;57;251;69;4
63;57;265;71;4
64;57;278;72;4
65;57;295;74;4
66;57;308;74;4
67;57;331;73;5
68;57;347;73;6
69;57;370;75;6
70;58;384;74;6
71;58;409;74;6
72;58;428;74;6
73;58;445;74;6
74;59;466;74;6
75;59;487;75;6
76;61;495;75;6
77;62;515;75;6
78;62;533;75;6
79;62;557;75;6
80;62;574;75;6
81;62;594;76;7
82;63;618;74;8
83;64;634;74;9
84;64;649;74;9
85;64;669;74;10
86;64;683;73;10
87;65;698;73;10
88;65;714;72;10
89;66;731;72;12
90;67;744;72;12
91;67;755;72;12
92;67;768;73;14
93;67;780;73;14
94;67;787;73;15
95;67;810;73;15
96;68;817;73;15
97;69;825;75;16
98;69;841;73;18
99;69;853;73;19
100;69;869;71;20
101;70;878;71;22
102;70;878;71;23
103;70;883;69;23
104;70;898;69;23
105;70;918;68;25
106;70;925;68;27
107;70;934;68;30
108;70;934;68;31
109;71;934;66;32
110;72;935;66;36
111;72;937;65;39
112;73;938;62;40
113;73;932;60;40
114;73;920;59;42
115;73;903;57;44
116;75;887;54;48
117;75;874;48;50
118;75;847;48;52
119;75;830;44;55
120;75;810;42;60
121;75;779;41;65
122;75;750;39;69
123;75;717;37;72
124;77;685;34;76
125;79;649;32;81
126;80;603;30;83
127;81;566;27;87
128;81;523;24;88
129;81;484;22;93
130;81;449;19;97
131;81;408;11;101
132;81;364;9;109
133;81;324;7;113
134;81;286;6;118
135;81;243;5;120
136;81;212;2;123
137;81;175;2;129
138;82;143;2;129
139;83;117;1;133
140;83;93;1;136
141;83;70;1;138
142;84;52;1;141
143;84;39;1;141
144;84;30;0;142
145;85;21;0;143
146;85;20;0;143
147;85;17;0;143
148;85;14;0;143
149;85;12;0;143
150;85;10;0;144
151;85;8;0;144
152;85;6;0;144
153;85;4;0;144
154;86;2;0;144
155;87;1;0;144
156;87;0;0;144
157;87;0;0;144
158;88;0;0;144
159;89;0;0;144
160;89;0;0;144
161;89;0;0;144
162;89;0;0;144
163;90;0;0;144
164;91;0;0;144
165;91;0;0;144
166;91;0;0;144
167;91;0;0;144
168;91;0;0;144
169;92;0;0;144
170;93;0;0;144
171;94;0;0;144
172;94;0;0;144
173;95;0;0;144
174;95;0;0;144
175;95;0;0;144
176;95;0;0;144
177;95;0;0;144
178;95;0;0;144
179;96;0;0;144
180;97;0;0;144
181;97;0;0;144
182;97;0;0;144
183;97;0;0;144
184;97;0;0;144
185;97;0;0;144
186;97;0;0;144
187;99;0;0;144
188;100;0;0;144
189;101;0;0;144
190;102;0;0;144
191;103;0;0;144
192;103;0;0;144
193;105;0;0;144
194;105;0;0;144
195;105;0;0;144
196;105;0;0;144
197;106;0;0;144
198;106;0;0;144
199;107;0;0;144
200;108;0;0;144
201;109;0;0;144
202;109;0;0;144
203;110;0;0;144
204;110;0;0;144
205;111;0;0;144
206;112;0;0;144
207;113;0;0;144
208;113;0;0;144
209;114;0;0;144
210;114;0;0;144
211;114;0;0;144
212;114;0;0;144
213;115;0;0;144
214;115;0;0;144
215;115;0;0;144
216;115;0;0;144
217;115;0;0;144
218;116;0;0;144
219;116;0;0;144
220;116;0;0;144
221;116;0;0;144
222;116;0;0;144
223;116;0;0;144
224;116;0;0;144
225;116;0;0;144
226;116;0;0;144
227;117;0;0;144
228;118;0;0;144
229;119;0;0;144
230;119;0;0;144
231;119;0;0;144
232;119;0;0;144
233;119;0;0;144
234;120;0;0;144
235;120;0;0;144
236;120;0;0;144
237;120;0;0;144
238;120;0;0;144
239;120;0;0;144
240;120;0;0;144
241;120;0;0;143
242;120;0;0;143
243;120;0;0;143
244;120;0;0;142
245;120;0;0;142
246;120;0;0;141
247;120;0;0;140
248;120;0;0;140
249;120;0;0;140
250;120;0;0;140
251;120;0;0;137
252;120;0;0;137
253;120;0;0;136
254;120;0;0;136
255;120;0;0;136
256;120;0;0;136
257;120;0;0;136
258;120;0;0;135
259;120;0;0;135
260;120;0;0;134
261;120;0;0;133
262;120;0;0;132
263;120;0;0;131
264;120;0;0;131
265;120;0;0;130
266;120;0;0;125
267;120;0;0;121
268;120;0;0;120
269;120;0;0;118
270;120;0;0;118
271;120;0;0;113
272;120;0;0;113
273;120;0;0;110
274;120;0;0;108
275;120;0;0;106
276;120;0;0;104
277;120;0;0;104
278;120;0;0;103
279;120;0;0;102
280;120;0;0;102
281;120;0;0;101
