Timestep;Food;Prey;Prey2;Predators
0;45;19;11;3
1;45;22;14;3
2;45;24;16;3
3;45;24;17;3
4;45;24;17;3
5;45;24;17;3
6;45;26;18;3
7;45;26;18;3
8;45;27;18;3
9;45;27;19;3
10;45;28;22;3
11;45;28;23;3
12;45;28;23;3
13;45;28;24;3
14;45;30;25;3
15;45;32;26;3
16;46;33;27;3
17;47;36;32;3
18;48;39;35;3
19;51;41;35;3
20;52;44;35;3
21;53;45;35;3
22;53;46;35;3
23;53;48;35;3
24;53;51;35;3
25;54;56;36;3
26;54;58;37;3
27;54;64;37;3
28;54;69;38;3
29;55;72;37;3
30;55;73;39;3
31;55;75;40;3
32;55;78;43;3
33;56;84;47;3
34;56;91;49;3
35;56;98;51;3
36;56;108;50;3
37;56;116;52;3
38;56;125;54;3
39;57;138;55;3
40;57;145;59;3
41;57;152;60;3
42;57;163;60;3
43;57;169;62;3
44;57;182;63;3
45;57;192;63;3
46;57;202;65;3
47;57;215;68;3
48;57;227;68;3
49;57;250;69;3
50;57;259;71;3
51;57;279;74;3
52;58;295;77;3
53;59;318;77;3
54;59;333;78;3
55;60;349;79;3
56;61;377;81;3
57;62;396;82;4
58;63;423;82;4
59;63;447;82;4
60;63;467;82;5
61;63;481;81;5
62;63;501;81;5
63;63;520;81;5
64;63;534;81;6
65;63;553;80;6
66;63;576;80;6
67;63;595;80;6
68;64;613;81;6
69;64;645;81;7
70;64;669;81;8
71;66;691;81;8
72;66;711;80;8
73;66;740;78;9
74;66;755;78;9
75;67;772;78;10
76;67;788;78;10
77;67;807;78;10
78;67;825;77;10
79;67;845;76;10
80;68;862;76;11
81;69;878;76;11
82;70;893;75;12
83;70;908;75;12
84;70;924;75;15
85;70;935;75;15
86;70;945;73;16
87;70;964;73;16
88;70;979;74;16
89;70;989;73;19
90;70;1001;72;20
91;70;1012;71;20
92;71;1028;69;21
93;71;1046;69;23
94;71;1063;68;23
95;71;1072;67;25
96;72;1072;65;26
97;74;1076;64;27
98;74;1079;64;30
99;75;1086;63;32
100;75;1091;60;33
101;75;1085;59;35
102;75;1083;58;38
103;76;1080;56;40
104;76;1068;54;46
105;77;1055;53;49
106;78;1043;49;50
107;79;1029;49;53
108;79;1014;48;57
109;80;992;46;60
110;80;963;46;64
111;80;940;43;69
112;80;910;37;72
113;82;882;31;79
114;82;826;29;85
115;82;772;27;87
116;82;724;26;92
117;82;674;23;97
118;82;613;21;103
119;82;554;19;108
120;82;492;15;116
121;82;433;12;118
122;82;370;12;124
123;82;320;10;136
124;82;264;9;139
125;82;215;9;143
126;82;173;8;146
127;82;141;7;150
128;82;114;5;152
129;82;91;4;154
130;82;74;4;154
131;82;61;4;156
132;82;52;2;157
133;82;42;0;158
134;82;31;0;160
135;82;23;0;162
136;82;18;0;162
137;82;14;0;162
138;82;8;0;163
139;82;4;0;163
140;82;4;0;163
141;83;4;0;163
142;83;4;0;163
143;84;3;0;163
144;84;2;0;163
