Timestep;Food;Prey;Prey2;Predators
0;46;20;12;3
1;46;20;14;3
2;47;20;17;3
3;47;23;18;3
4;47;24;19;3
5;48;25;20;3
6;50;26;22;3
7;51;27;23;3
8;51;34;22;3
9;51;36;22;3
10;51;35;22;3
11;52;38;23;3
12;53;38;24;3
13;53;42;24;3
14;53;45;25;3
15;53;52;26;3
16;53;58;27;3
17;54;63;31;3
18;54;71;32;3
19;55;77;32;3
20;55;88;34;3
21;55;91;37;3
22;57;97;38;3
23;57;105;38;3
24;58;113;39;3
25;58;122;40;3
26;58;130;42;3
27;59;135;48;3
28;59;144;51;3
29;59;152;50;3
30;59;162;50;3
31;59;175;51;3
32;59;188;52;3
33;59;198;53;3
34;60;217;53;3
35;61;235;52;4
36;61;250;52;5
37;61;265;52;6
38;61;279;54;6
39;61;286;55;6
40;61;296;54;6
41;61;308;54;6
42;61;317;55;6
43;61;331;58;6
44;61;344;58;6
45;61;356;56;7
46;61;370;55;7
47;62;387;54;8
48;62;407;52;9
49;62;421;52;9
50;62;443;50;9
51;62;457;51;10
52;62;476;51;10
53;62;481;51;10
54;62;496;51;11
55;63;513;48;11
56;63;529;48;12
57;64;545;47;12
58;64;555;47;12
59;64;567;45;13
60;65;573;44;14
61;65;582;42;15
62;66;586;41;16
63;67;597;41;16
64;67;605;41;16
65;67;614;41;16
66;68;627;41;16
67;68;637;40;18
68;68;647;40;18
69;70;665;39;20
70;70;672;37;23
71;70;686;36;25
72;70;692;35;25
73;70;696;33;27
74;70;702;33;28
75;70;707;33;28
76;70;709;33;30
77;70;712;33;30
78;70;710;33;32
79;70;706;32;35
80;71;708;31;37
81;72;702;29;37
82;74;705;26;41
83;74;693;24;44
84;74;684;23;44
85;75;677;22;45
86;75;668;21;49
87;76;652;21;50
88;77;645;20;54
89;78;625;19;56
90;78;607;18;59
91;79;587;17;63
92;79;558;17;67
93;80;528;16;69
94;81;506;15;70
95;81;477;15;74
96;81;452;14;77
97;81;419;11;80
98;82;390;10;81
99;83;362;9;84
100;85;338;6;85
101;86;313;6;88
102;86;290;4;89
103;86;269;4;91
104;86;244;3;94
105;87;216;2;96
106;87;194;2;98
107;87;172;1;100
108;87;157;0;100
109;87;139;0;105
110;87;120;0;107
111;87;111;0;107
112;87;99;0;109
113;87;87;0;110
114;87;74;0;111
115;89;68;0;111
116;89;58;0;112
117;89;48;0;113
118;90;40;0;113
119;90;33;0;114
120;90;27;0;114
121;90;21;0;114
122;90;17;0;114
123;90;12;0;114
124;90;9;0;114
125;90;7;0;114
126;90;5;0;114
127;91;3;0;114
128;91;2;0;114
129;92;0;0;114
130;93;0;0;114
131;93;0;0;114
132;93;0;0;114
133;94;0;0;114
134;95;0;0;114
135;95;0;0;114
136;95;0;0;114
137;96;0;0;114
138;96;0;0;114
139;96;0;0;114
140;96;0;0;114
141;96;0;0;114
142;96;0;0;114
143;97;0;0;114
144;98;0;0;114
145;98;0;0;114
146;98;0;0;114
147;98;0;0;114
148;98;0;0;114
149;100;0;0;114
150;100;0;0;114
151;101;0;0;114
152;101;0;0;114
153;101;0;0;114
154;101;0;0;114
155;101;0;0;114
156;102;0;0;114
157;102;0;0;114
158;103;0;0;114
159;103;0;0;114
160;104;0;0;114
161;104;0;0;114
162;104;0;0;114
163;104;0;0;114
164;105;0;0;114
165;105;0;0;114
166;106;0;0;114
167;108;0;0;114
168;108;0;0;114
169;108;0;0;114
170;110;0;0;114
171;111;0;0;114
172;112;0;0;114
173;112;0;0;114
174;113;0;0;114
175;114;0;0;114
